CommunityDistrict,BreedName,BreedCount,BreedSum
403.0,"Welsh Corgi, Cardigan",2,1561
403.0,"Welsh Corgi, Pembroke",2,1561
403.0,West High White Terrier,8,1561
403.0,West Highland White Terrier,2,1561
403.0,Wheaton Terrier,6,1561
403.0,Whippet,1,1561
403.0,Wire Fox Terrier,2,1561
403.0,Xoloitzcuintli,1,1561
403.0,Yorkshire Terrier,88,1561
403.0,Yorkshire Terrier Crossbreed,13,1561
404.0,Akita,2,1047
404.0,American Eskimo dog,4,1047
404.0,American Pit Bull Mix / Pit Bull Mix,23,1047
404.0,American Pit Bull Terrier/Pit Bull,26,1047
404.0,American Staffordshire Terrier ,7,1047
404.0,Australian Cattle Dog,2,1047
404.0,Australian Shepherd,2,1047
404.0,Australian Silky Terrier,1,1047
404.0,Basenji,1,1047
404.0,Beagle,32,1047
404.0,Beagle Crossbreed,3,1047
404.0,Bernese Mountain Dog,1,1047
404.0,Bichon Frise,17,1047
404.0,Bichon Frise Crossbreed,1,1047
404.0,Border Collie,1,1047
404.0,Boston Terrier,8,1047
404.0,Boxer,2,1047
404.0,"Bull Dog, English",4,1047
404.0,"Bull Dog, French",3,1047
404.0,Bull Terrier,2,1047
404.0,Bulldog,3,1047
404.0,Cairn Terrier,2,1047
404.0,Cane Corso,3,1047
404.0,Catahoula Leopard Dog,1,1047
404.0,Cavalier King Charles Spaniel,7,1047
404.0,Chihuahua,61,1047
404.0,Chihuahua Crossbreed,7,1047
404.0,Chinese Shar-Pei,1,1047
404.0,Chow Chow,5,1047
404.0,Cocker Spaniel,31,1047
404.0,Coton de Tulear,1,1047
404.0,Cotton De Tulear,1,1047
404.0,Dachshund,3,1047
404.0,Dachshund Smooth Coat,8,1047
404.0,Dachshund Smooth Coat Miniature,4,1047
404.0,"Dachshund, Wirehaired",1,1047
404.0,Doberman Pinscher,4,1047
404.0,English Springer Spaniel,1,1047
404.0,Fila Brasileiro,2,1047
404.0,French Bulldog,7,1047
404.0,German Shepherd Dog,11,1047
404.0,Golden Retriever,12,1047
404.0,Goldendoodle,1,1047
404.0,Great Pyrenees,1,1047
404.0,Greyhound,1,1047
404.0,Harrier,1,1047
404.0,Havanese,8,1047
404.0,Italian Greyhound,1,1047
404.0,Jack Russell Terrier,15,1047
404.0,Japanese Chin/Spaniel,2,1047
404.0,Labradoodle,4,1047
404.0,Labrador Retriever,15,1047
404.0,Labrador Retriever Crossbreed,13,1047
404.0,Lhasa Apso,13,1047
404.0,Maltese,75,1047
404.0,Maltese Crossbreed,10,1047
404.0,Maltipoo,7,1047
404.0,"Mastiff, Tibetan",1,1047
404.0,Miniature Pinscher,5,1047
404.0,Miniature Schnauzer,7,1047
404.0,Morkie,6,1047
404.0,Norwegian Elkhound,1,1047
404.0,Old English Sheepdog,2,1047
404.0,Papillon,7,1047
404.0,Parson Russell Terrier,1,1047
404.0,Pekingese,8,1047
404.0,Pointer,2,1047
404.0,Pomeranian,32,1047
404.0,Pomeranian Crossbreed,3,1047
404.0,Poodle,21,1047
404.0,Poodle Crossbreed,12,1047
404.0,"Poodle, Miniature",15,1047
404.0,"Poodle, Standard",14,1047
404.0,"Poodle, Toy",14,1047
404.0,Pug,11,1047
404.0,Puggle,5,1047
404.0,Rat Terrier,3,1047
404.0,Rottweiler,4,1047
404.0,Russell Terrier,2,1047
404.0,"Schnauzer, Miniature",14,1047
404.0,"Schnauzer, Standard",8,1047
404.0,Scottish Terrier,1,1047
404.0,"Shar-Pei, Chinese",1,1047
404.0,Shetland Sheepdog,3,1047
404.0,Shiba Inu,19,1047
404.0,Shih Tzu,80,1047
404.0,Shih Tzu Crossbreed,16,1047
404.0,Siberian Husky,9,1047
404.0,Siberian Husky Crossbreed,4,1047
404.0,Silky Terrier,1,1047
404.0,Staffordshire Bull Terrier,3,1047
404.0,Terrier Crossbreed,2,1047
404.0,Terrier mix,1,1047
404.0,Tibetan Mastiff,1,1047
404.0,Toy Fox Terrier,1,1047
404.0,Unknown,116,1047
404.0,"Welsh Corgi, Pembroke",3,1047
404.0,West High White Terrier,2,1047
404.0,West Highland White Terrier,7,1047
404.0,Wire Fox Terrier,1,1047
404.0,Yorkshire Terrier,83,1047
404.0,Yorkshire Terrier Crossbreed,10,1047
405.0,Afghan Hound,2,2982
405.0,Airedale Terrier,1,2982
405.0,Akita,10,2982
405.0,Akita Crossbreed,1,2982
405.0,Alaskan Malamute,1,2982
405.0,American Bully,5,2982
405.0,American Eskimo dog,9,2982
405.0,American Foxhound,1,2982
405.0,American Pit Bull Mix / Pit Bull Mix,88,2982
405.0,American Pit Bull Terrier/Pit Bull,109,2982
405.0,American Staffordshire Terrier ,20,2982
405.0,Anatolian Shepherd Dog,1,2982
405.0,Australian Cattledog,5,2982
405.0,Australian Kelpie,1,2982
405.0,Australian Shepherd,9,2982
405.0,Australian Terrier,1,2982
405.0,Basenji,1,2982
405.0,Basset Hound,2,2982
405.0,Bassett Hound,2,2982
405.0,Beagle,82,2982
405.0,Beagle Crossbreed,21,2982
405.0,Bearded Collie,1,2982
405.0,Belgian Malinois,1,2982
405.0,Bernese Mountain Dog,2,2982
405.0,Bichon Frise,39,2982
405.0,Bichon Frise Crossbreed,3,2982
405.0,Bloodhound Crossbreed,1,2982
405.0,Border Collie,5,2982
405.0,Border Terrier,2,2982
405.0,Boston Terrier,21,2982
405.0,Bouvier Des Flandres,1,2982
405.0,Boxer,39,2982
405.0,Brittany Spaniel,2,2982
405.0,Brussels Griffon,2,2982
405.0,"Bull Dog, American",1,2982
405.0,"Bull Dog, English",40,2982
405.0,"Bull Dog, French",14,2982
405.0,Bull Terrier,8,2982
405.0,Bulldog,6,2982
405.0,Bullmastiff,1,2982
405.0,Cairn Terrier,13,2982
405.0,Cane Corso,7,2982
405.0,Catahoula Leopard Dog,2,2982
405.0,Cavalier King Charles Spaniel,19,2982
405.0,Chesapeake Bay Retriever,1,2982
405.0,Chihuahua,98,2982
405.0,Chihuahua Crossbreed,14,2982
405.0,Chow Chow,8,2982
405.0,Cocker Spaniel,50,2982
405.0,Collie,1,2982
405.0,Collie Crossbreed,8,2982
405.0,"Collie, Border",12,2982
405.0,"Coonhound, Black and Tan",2,2982
405.0,"Coonhound, Blue Tick",3,2982
405.0,Cotton De Tulear,1,2982
405.0,Dachshund,11,2982
405.0,Dachshund Crossbreed,5,2982
405.0,Dachshund Smooth Coat,20,2982
405.0,Dachshund Smooth Coat Miniature,7,2982
405.0,"Dachshund, Long Haired",3,2982
405.0,"Dachshund, Wirehaired",4,2982
405.0,Dalmatian,1,2982
405.0,Doberman Pinscher,8,2982
405.0,Flat-Coated Retriever,1,2982
405.0,French Bulldog,15,2982
405.0,French Spaniel,1,2982
405.0,German Pinscher,1,2982
405.0,German Shepherd Crossbreed,49,2982
405.0,German Shepherd Dog,58,2982
405.0,German Shorthaired Pointer,1,2982
405.0,German Spitz,1,2982
405.0,Golden Retriever,46,2982
405.0,Goldendoodle,4,2982
405.0,Great Pyrenees,2,2982
405.0,Greyhound,7,2982
405.0,Harrier,1,2982
405.0,Havanese,26,2982
405.0,Ibizan Hound,1,2982
405.0,Irish Setter,3,2982
405.0,Irish Terrier,1,2982
405.0,Irish Wolfhound,1,2982
405.0,Italian Greyhound,2,2982
405.0,Jack Russell Terrier,36,2982
405.0,Japanese Chin,2,2982
405.0,Japanese Chin/Spaniel,2,2982
405.0,Jindo,1,2982
405.0,Keeshond,2,2982
405.0,Kerry Blue Terrier,1,2982
405.0,Labradoodle,8,2982
405.0,Labrador Retriever,110,2982
405.0,Labrador Retriever Crossbreed,76,2982
405.0,Lhasa Apso,19,2982
405.0,Maltese,114,2982
405.0,Maltese Crossbreed,20,2982
405.0,Maltipoo,4,2982
405.0,Manchester Terrier,3,2982
405.0,Mastiff,1,2982
405.0,"Mastiff, Bull",6,2982
405.0,"Mastiff, Neapolitan",2,2982
405.0,"Mastiff, Old English",1,2982
405.0,Miniature Pinscher,19,2982
405.0,Miniature Schnauzer,11,2982
405.0,Morkie,6,2982
405.0,Newfoundland,2,2982
405.0,Norfolk Terrier,3,2982
405.0,Norwich Terrier,1,2982
405.0,Papillon,7,2982
405.0,Parson Russell Terrier,2,2982
405.0,Pekingese,18,2982
405.0,Pembroke Welsh Corgi,1,2982
405.0,Pharaoh Hound,2,2982
405.0,Pointer,9,2982
405.0,"Pointer, German Shorthaired",4,2982
405.0,Pomeranian,41,2982
405.0,Pomeranian Crossbreed,2,2982
405.0,Poodle,13,2982
405.0,Poodle Crossbreed,12,2982
405.0,"Poodle, Miniature",17,2982
405.0,"Poodle, Standard",38,2982
405.0,"Poodle, Toy",27,2982
405.0,Portuguese Water Dog,3,2982
405.0,Pug,23,2982
405.0,Pug Crossbreed,1,2982
405.0,Puggle,29,2982
405.0,Rat Terrier,9,2982
405.0,Redbone Coonhound,1,2982
405.0,Rhodesian Ridgeback,9,2982
405.0,Rottweiler,20,2982
405.0,Rottweiler Crossbreed,2,2982
405.0,Saluki,2,2982
405.0,Samoyed,2,2982
405.0,Schipperke,1,2982
405.0,"Schnauzer, Giant",2,2982
405.0,"Schnauzer, Miniature",24,2982
405.0,"Schnauzer, Miniature Crossbreed",2,2982
405.0,"Schnauzer, Standard",4,2982
405.0,Scottish Terrier,4,2982
405.0,"Shar-Pei, Chinese",7,2982
405.0,Shetland Sheepdog,10,2982
405.0,Shiba Inu,22,2982
405.0,Shih Tzu,185,2982
405.0,Shih Tzu Crossbreed,19,2982
405.0,Siberian Husky,46,2982
405.0,Silky Terrier,2,2982
405.0,Smooth Fox Terrier,1,2982
405.0,Soft Coated Wheaten Terrier,3,2982
405.0,St. Bernard,1,2982
405.0,Staffordshire Bull Terrier,11,2982
405.0,Terrier Crossbreed,4,2982
405.0,Terrier mix,12,2982
405.0,Tibetan Terrier,2,2982
405.0,Unknown,535,2982
405.0,Vizsla,2,2982
405.0,Weimaraner,4,2982
405.0,"Welsh Corgi, Cardigan",1,2982
405.0,"Welsh Corgi, Pembroke",4,2982
405.0,Welsh Terrier,1,2982
405.0,West High White Terrier,17,2982
405.0,West Highland White Terrier,2,2982
405.0,Wheaton Terrier,8,2982
405.0,Wire Fox Terrier,1,2982
405.0,Yorkshire Terrier,211,2982
405.0,Yorkshire Terrier Crossbreed,10,2982
406.0,Airedale Terrier,2,1668
406.0,Akita,2,1668
406.0,American Eskimo dog,7,1668
406.0,American Pit Bull Mix / Pit Bull Mix,23,1668
406.0,American Pit Bull Terrier/Pit Bull,26,1668
406.0,American Staffordshire Terrier ,5,1668
406.0,Australian Cattle Dog,1,1668
406.0,Australian Cattledog,2,1668
406.0,Australian Shepherd,7,1668
406.0,Australian Silky Terrier,1,1668
406.0,Basenji,2,1668
406.0,Basset Hound,1,1668
406.0,Bassett Hound,3,1668
406.0,Beagle,39,1668
406.0,Beagle Crossbreed,16,1668
406.0,Bearded Collie,1,1668
406.0,Bernese Mountain Dog,1,1668
406.0,Bichon Frise,22,1668
406.0,Bloodhound,1,1668
406.0,Bluetick Coonhound,2,1668
406.0,Border Collie,4,1668
406.0,Border Terrier,2,1668
406.0,Borzoi,1,1668
406.0,Boston Terrier,25,1668
406.0,Boxer,8,1668
406.0,Briard,1,1668
406.0,Brittany Spaniel,1,1668
406.0,Brussels Griffon,1,1668
406.0,"Bull Dog, English",15,1668
406.0,"Bull Dog, French",9,1668
406.0,Bull Terrier,4,1668
406.0,Bulldog,6,1668
406.0,Cairn Terrier,9,1668
406.0,Cane Corso,1,1668
406.0,Cavalier King Charles Spaniel,30,1668
406.0,Chihuahua,76,1668
406.0,Chihuahua Crossbreed,13,1668
406.0,Chow Chow,4,1668
406.0,Cocker Spaniel,31,1668
406.0,Cocker Spaniel Crossbreed,1,1668
406.0,Collie Crossbreed,6,1668
406.0,"Collie, Border",4,1668
406.0,"Collie, Rough Coat",1,1668
406.0,"Collie, Smooth Coat",2,1668
406.0,Cotton De Tulear,2,1668
406.0,Dachshund,13,1668
406.0,Dachshund Crossbreed,2,1668
406.0,Dachshund Smooth Coat,11,1668
406.0,Dachshund Smooth Coat Miniature,7,1668
406.0,"Dachshund, Long Haired",4,1668
406.0,"Dachshund, Long Haired Miniature",5,1668
406.0,"Dachshund, Wirehaired",1,1668
406.0,"Dachshund, Wirehaired, Miniature",2,1668
406.0,Dalmatian,3,1668
406.0,Doberman Pinscher,5,1668
406.0,Dutch Shepherd,1,1668
406.0,English Cocker Spaniel,2,1668
406.0,French Bulldog,11,1668
406.0,French Spaniel,1,1668
406.0,German Shepherd Crossbreed,30,1668
406.0,German Shepherd Dog,39,1668
406.0,Golden Retriever,33,1668
406.0,Goldendoodle,2,1668
406.0,Great Pyrenees,2,1668
406.0,Greyhound,4,1668
406.0,Havanese,27,1668
406.0,Irish Setter,1,1668
406.0,Italian Greyhound,4,1668
406.0,Jack Russell Terrier,32,1668
406.0,Japanese Chin/Spaniel,2,1668
406.0,"Jindo Dog, Korea",2,1668
406.0,Keeshond,2,1668
406.0,Labradoodle,7,1668
406.0,Labrador Retriever,42,1668
406.0,Labrador Retriever Crossbreed,42,1668
406.0,Lhasa Apso,14,1668
406.0,Maltese,73,1668
406.0,Maltese Crossbreed,6,1668
406.0,Maltipoo,6,1668
406.0,Mastiff,1,1668
406.0,"Mastiff, Old English",2,1668
406.0,"Mastiff, Tibetan",1,1668
406.0,Miniature Pinscher,11,1668
406.0,Miniature Schnauzer,6,1668
406.0,Morkie,2,1668
406.0,Norwich Terrier,1,1668
406.0,Old English Sheepdog,1,1668
406.0,Papillon,8,1668
406.0,Parson Russell Terrier,1,1668
406.0,Pekingese,7,1668
406.0,Pembroke Welsh Corgi,1,1668
406.0,Pointer,1,1668
406.0,"Pointer, German Shorthaired",1,1668
406.0,Pomeranian,48,1668
406.0,Pomeranian Crossbreed,2,1668
406.0,Poodle,7,1668
406.0,Poodle Crossbreed,9,1668
406.0,"Poodle, Miniature",17,1668
406.0,"Poodle, Standard",13,1668
406.0,"Poodle, Toy",29,1668
406.0,Portuguese Water Dog,1,1668
406.0,Pug,20,1668
406.0,Pug Crossbreed,2,1668
406.0,Puggle,26,1668
406.0,Rat Terrier,8,1668
406.0,Rhodesian Ridgeback,4,1668
406.0,Rottweiler,5,1668
406.0,Samoyed,2,1668
406.0,Schipperkee,3,1668
406.0,Schnauzer Crossbreed,1,1668
406.0,"Schnauzer, Giant",1,1668
406.0,"Schnauzer, Miniature",12,1668
406.0,"Schnauzer, Standard",5,1668
406.0,Scottish Terrier,1,1668
406.0,"Shar-Pei, Chinese",1,1668
406.0,Shetland Sheepdog,3,1668
406.0,Shiba Inu,22,1668
406.0,Shih Tzu,85,1668
406.0,Shih Tzu Crossbreed,14,1668
406.0,Siberian Husky,15,1668
406.0,Silky Terrier,5,1668
406.0,Staffordshire Bull Terrier,6,1668
406.0,Terrier Crossbreed,1,1668
406.0,Terrier mix,8,1668
406.0,Tibetan Terrier,2,1668
406.0,Treeing Walker Coonhound,1,1668
406.0,Unknown,245,1668
406.0,"Welsh Corgi, Pembroke",3,1668
406.0,West High White Terrier,10,1668
406.0,West Highland White Terrier,3,1668
406.0,Wheaton Terrier,11,1668
406.0,Whippet,4,1668
406.0,Wire Fox Terrier,4,1668
406.0,Yorkshire Terrier,95,1668
406.0,Yorkshire Terrier Crossbreed,11,1668
407.0,Airedale Terrier,1,2755
407.0,Akita,5,2755
407.0,Akita Crossbreed,3,2755
407.0,Alaskan Malamute,3,2755
407.0,American Eskimo dog,11,2755
407.0,American Foxhound,1,2755
407.0,American Pit Bull Mix / Pit Bull Mix,40,2755
407.0,American Pit Bull Terrier/Pit Bull,39,2755
407.0,American Staffordshire Terrier ,12,2755
407.0,Anatolian Shepherd Dog,1,2755
407.0,Australian Cattle Dog,2,2755
407.0,Australian Cattledog,5,2755
407.0,Australian Shepherd,16,2755
407.0,Basenji,4,2755
407.0,Basset Hound,2,2755
407.0,Bassett Hound,4,2755
407.0,Beagle,55,2755
407.0,Beagle Crossbreed,7,2755
407.0,Belgian Malinois,2,2755
407.0,Bichon Frise,52,2755
407.0,Bichon Frise Crossbreed,3,2755
407.0,Biewer Terrier,2,2755
407.0,Bloodhound,1,2755
407.0,Bluetick Coonhound,1,2755
407.0,Border Collie,5,2755
407.0,Border Terrier,1,2755
407.0,Boston Terrier,17,2755
407.0,Boxer,22,2755
407.0,Briard,1,2755
407.0,Brussels Griffon,3,2755
407.0,"Bull Dog, American",1,2755
407.0,"Bull Dog, English",21,2755
407.0,"Bull Dog, French",15,2755
407.0,Bull Terrier,3,2755
407.0,Bulldog,7,2755
407.0,Cairn Terrier,16,2755
407.0,Cane Corso,6,2755
407.0,Cardigan Welsh Corgi,1,2755
407.0,Catahoula Leopard Dog,2,2755
407.0,Cavalier King Charles Spaniel,30,2755
407.0,Chihuahua,106,2755
407.0,Chihuahua Crossbreed,11,2755
407.0,Chinese Crested,1,2755
407.0,Chinese Shar-Pei,1,2755
407.0,Chow Chow,3,2755
407.0,Cirneco dell,1,2755
407.0,Cocker Spaniel,41,2755
407.0,Cocker Spaniel Crossbreed,1,2755
407.0,Collie,2,2755
407.0,Collie Crossbreed,3,2755
407.0,"Collie, Bearded ",1,2755
407.0,"Collie, Border",6,2755
407.0,"Coonhound, Black and Tan",1,2755
407.0,"Coonhound, Treeing Walker",3,2755
407.0,Coton de Tulear,1,2755
407.0,Cotton De Tulear,1,2755
407.0,Dachshund,10,2755
407.0,Dachshund Crossbreed,1,2755
407.0,Dachshund Smooth Coat,19,2755
407.0,Dachshund Smooth Coat Miniature,3,2755
407.0,"Dachshund, Long Haired",7,2755
407.0,"Dachshund, Long Haired Miniature",3,2755
407.0,"Dachshund, Wirehaired",1,2755
407.0,"Dachshund, Wirehaired, Miniature",3,2755
407.0,Dalmatian,2,2755
407.0,Dandie Dinmont Terrier,1,2755
407.0,Doberman Pinscher,4,2755
407.0,English Cocker Spaniel,2,2755
407.0,English Springer Spaniel,2,2755
407.0,English Toy Spaniel,1,2755
407.0,French Bulldog,17,2755
407.0,German Shepherd Crossbreed,26,2755
407.0,German Shepherd Dog,90,2755
407.0,Golden Retriever,56,2755
407.0,Goldendoodle,3,2755
407.0,Great Dane,2,2755
407.0,Greyhound,6,2755
407.0,Havanese,35,2755
407.0,Irish Red and White Setter,1,2755
407.0,Irish Setter,1,2755
407.0,Irish Terrier,1,2755
407.0,Italian Greyhound,5,2755
407.0,Jack Russell Terrier,42,2755
407.0,Japanese Chin,1,2755
407.0,Japanese Chin/Spaniel,2,2755
407.0,Jindo,3,2755
407.0,"Jindo Dog, Korea",8,2755
407.0,Labradoodle,9,2755
407.0,Labrador Retriever,80,2755
407.0,Labrador Retriever Crossbreed,52,2755
407.0,Lhasa Apso,23,2755
407.0,Maltese,181,2755
407.0,Maltese Crossbreed,11,2755
407.0,Maltipoo,8,2755
407.0,"Mastiff, Bull",2,2755
407.0,"Mastiff, Old English",1,2755
407.0,Miniature American Shepherd,1,2755
407.0,Miniature Pinscher,11,2755
407.0,Miniature Schnauzer,14,2755
407.0,Morkie,12,2755
407.0,Newfoundland,1,2755
407.0,Norwegian Elkhound,1,2755
407.0,Norwich Terrier,4,2755
407.0,Papillon,4,2755
407.0,Pekingese,18,2755
407.0,Pembroke Welsh Corgi,3,2755
407.0,Pointer,4,2755
407.0,"Pointer, German Shorthaired",3,2755
407.0,Pomeranian,61,2755
407.0,Pomeranian Crossbreed,1,2755
407.0,Poodle,46,2755
407.0,Poodle Crossbreed,28,2755
407.0,"Poodle, Miniature",26,2755
407.0,"Poodle, Standard",26,2755
407.0,"Poodle, Toy",51,2755
407.0,Pug,43,2755
407.0,Pug Crossbreed,1,2755
407.0,Puggle,27,2755
407.0,Rat Terrier,3,2755
407.0,Rottweiler,14,2755
407.0,Rottweiler Crossbreed,1,2755
407.0,Russell Terrier,1,2755
407.0,Saint Bernard,1,2755
407.0,Samoyed,4,2755
407.0,Schnauzer Crossbreed,3,2755
407.0,"Schnauzer, Miniature",40,2755
407.0,"Schnauzer, Standard",8,2755
407.0,Scottish Terrier,1,2755
407.0,"Shar-Pei, Chinese",3,2755
407.0,Shetland Sheepdog,8,2755
407.0,Shiba Inu,71,2755
407.0,Shiba Inu Crossbreed,1,2755
407.0,Shih Tzu,159,2755
407.0,Shih Tzu Crossbreed,25,2755
407.0,Siberian Husky,48,2755
407.0,Siberian Husky Crossbreed,1,2755
407.0,Silky Terrier,10,2755
407.0,Smooth Fox Terrier,1,2755
407.0,Soft Coated Wheaten Terrier,4,2755
407.0,Staffordshire Bull Terrier,2,2755
407.0,Terrier Crossbreed,1,2755
407.0,Terrier mix,9,2755
407.0,Thai Ridgeback,1,2755
407.0,Tibetan Terrier,2,2755
407.0,Toy Fox Terrier,3,2755
407.0,Unknown,380,2755
407.0,Vizsla,2,2755
407.0,Weimaraner,6,2755
407.0,"Welsh Corgi, Cardigan",1,2755
407.0,"Welsh Corgi, Pembroke",12,2755
407.0,West High White Terrier,18,2755
407.0,West Highland White Terrier,2,2755
407.0,Wheaton Terrier,3,2755
407.0,Whippet,1,2755
407.0,Wire Fox Terrier,3,2755
407.0,Yorkshire Terrier,172,2755
407.0,Yorkshire Terrier Crossbreed,13,2755
408.0,Airedale Terrier,1,1430
408.0,Akita,5,1430
408.0,Alaskan Malamute,3,1430
408.0,American Bully,2,1430
408.0,American English Coonhound,1,1430
408.0,American Eskimo dog,1,1430
408.0,American Pit Bull Mix / Pit Bull Mix,30,1430
408.0,American Pit Bull Terrier/Pit Bull,28,1430
408.0,American Staffordshire Terrier ,7,1430
408.0,Anatolian Shepherd Dog,1,1430
408.0,Australian Cattledog,6,1430
408.0,Australian Shepherd,6,1430
408.0,Basenji,4,1430
408.0,Basset Hound,2,1430
408.0,Bassett Hound,3,1430
408.0,Beagle,30,1430
408.0,Beagle Crossbreed,11,1430
408.0,Bernese Mountain Dog,1,1430
408.0,Bichon Frise,23,1430
408.0,Black Russian Terrier,1,1430
408.0,Bloodhound Crossbreed,1,1430
408.0,Border Collie,4,1430
408.0,Boston Terrier,12,1430
408.0,Boxer,10,1430
408.0,Brussels Griffon,1,1430
408.0,"Bull Dog, American",2,1430
408.0,"Bull Dog, English",11,1430
408.0,"Bull Dog, French",5,1430
408.0,Bull Terrier,1,1430
408.0,Bulldog,4,1430
408.0,Cairn Terrier,2,1430
408.0,Canaan Dog,2,1430
408.0,Cane Corso,1,1430
408.0,Cavalier King Charles Spaniel,12,1430
408.0,Chihuahua,60,1430
408.0,Chihuahua Crossbreed,9,1430
408.0,Chow Chow,5,1430
408.0,Cocker Spaniel,13,1430
408.0,Cocker Spaniel Crossbreed,3,1430
408.0,Collie Crossbreed,5,1430
408.0,"Collie, Border",2,1430
408.0,"Collie, Rough Coat",2,1430
408.0,"Coonhound, Black and Tan",1,1430
408.0,"Coonhound, Treeing Walker",2,1430
408.0,Cotton De Tulear,1,1430
408.0,Dachshund,3,1430
408.0,Dachshund Crossbreed,3,1430
408.0,Dachshund Smooth Coat,3,1430
408.0,Dachshund Smooth Coat Miniature,1,1430
408.0,"Dachshund, Long Haired",1,1430
408.0,"Dachshund, Wirehaired, Miniature",1,1430
408.0,Dalmatian,2,1430
408.0,Doberman Pinscher,8,1430
408.0,Dutch Shepherd,1,1430
408.0,French Bulldog,7,1430
408.0,German Shepherd Crossbreed,17,1430
408.0,German Shepherd Dog,33,1430
408.0,German Shorthaired Pointer,1,1430
408.0,Giant Schnauzer,2,1430
408.0,Golden Retriever,16,1430
408.0,Goldendoodle,3,1430
408.0,Great Pyrenees,1,1430
408.0,Greyhound,3,1430
408.0,Havanese,19,1430
408.0,Jack Russell Terrier,16,1430
408.0,Japanese Chin/Spaniel,1,1430
408.0,Labradoodle,1,1430
408.0,Labrador Retriever,37,1430
408.0,Labrador Retriever Crossbreed,25,1430
408.0,Lhasa Apso,8,1430
408.0,Maltese,80,1430
408.0,Maltese Crossbreed,7,1430
408.0,Maltipoo,5,1430
408.0,"Mastiff, Neapolitan",2,1430
408.0,Miniature Pinscher,8,1430
408.0,Miniature Schnauzer,7,1430
408.0,Morkie,9,1430
408.0,Norfolk Terrier,2,1430
408.0,Papillon,5,1430
408.0,Pekingese,13,1430
408.0,Pembroke Welsh Corgi,2,1430
408.0,"Pointer, German Shorthaired",2,1430
408.0,Pomeranian,45,1430
408.0,Poodle,12,1430
408.0,Poodle Crossbreed,13,1430
408.0,"Poodle, Miniature",13,1430
408.0,"Poodle, Standard",15,1430
408.0,"Poodle, Toy",17,1430
408.0,Portuguese Podengo Pequeno,1,1430
408.0,Pug,11,1430
408.0,Puggle,5,1430
408.0,Rat Terrier,2,1430
408.0,Rhodesian Ridgeback,2,1430
408.0,Rottweiler,12,1430
408.0,Rottweiler Crossbreed,1,1430
408.0,Schipperkee,3,1430
408.0,Schnauzer Crossbreed,1,1430
408.0,"Schnauzer, Miniature",24,1430
408.0,Sealyham Terrier,2,1430
408.0,Shetland Sheepdog,4,1430
408.0,Shiba Inu,21,1430
408.0,Shih Tzu,106,1430
408.0,Shih Tzu Crossbreed,22,1430
408.0,Siberian Husky,22,1430
408.0,Siberian Husky Crossbreed,2,1430
408.0,Silky Terrier,4,1430
408.0,Skye Terrier,1,1430
408.0,Staffordshire Bull Terrier,5,1430
408.0,Terrier mix,9,1430
408.0,Tibetan Terrier,2,1430
408.0,Toy Fox Terrier,1,1430
408.0,Unknown,200,1430
408.0,Vizsla,4,1430
408.0,Weimaraner,4,1430
408.0,"Welsh Corgi, Pembroke",6,1430
408.0,West High White Terrier,7,1430
408.0,West Highland White Terrier,3,1430
408.0,Wheaton Terrier,2,1430
408.0,Whippet,2,1430
408.0,Yorkshire Terrier,128,1430
408.0,Yorkshire Terrier Crossbreed,4,1430
409.0,Airedale Terrier,1,1552
409.0,Akita,3,1552
409.0,American Bully,4,1552
409.0,American Eskimo dog,4,1552
409.0,American Foxhound,1,1552
409.0,American Pit Bull Mix / Pit Bull Mix,67,1552
409.0,American Pit Bull Terrier/Pit Bull,56,1552
409.0,American Staffordshire Terrier ,10,1552
409.0,Australian Cattle Dog,1,1552
409.0,Australian Cattledog,1,1552
409.0,Australian Shepherd,7,1552
409.0,Basset Hound,2,1552
409.0,Beagle,33,1552
409.0,Beagle Crossbreed,6,1552
409.0,Belgian Malinois,3,1552
409.0,Belgian Sheepdog,1,1552
409.0,Bernese Mountain Dog,1,1552
409.0,Bichon Frise,12,1552
409.0,Bloodhound,3,1552
409.0,Border Collie,4,1552
409.0,Boston Terrier,6,1552
409.0,Boxer,25,1552
409.0,Boxer Crossbreed,1,1552
409.0,Brittany Spaniel,4,1552
409.0,Brussels Griffon,4,1552
409.0,"Bull Dog, English",15,1552
409.0,"Bull Dog, French",5,1552
409.0,Bull Terrier,6,1552
409.0,Bulldog,3,1552
409.0,Cairn Terrier,3,1552
409.0,Cane Corso,2,1552
409.0,Catahoula Leopard Dog,1,1552
409.0,Cavalier King Charles Spaniel,10,1552
409.0,Chihuahua,76,1552
409.0,Chihuahua Crossbreed,13,1552
409.0,Chinese Crested,1,1552
409.0,Chinese Shar-Pei,2,1552
409.0,Chow Chow,3,1552
409.0,Cocker Spaniel,28,1552
409.0,"Collie, Border",1,1552
409.0,"Coonhound, Treeing Walker",1,1552
409.0,Dachshund,3,1552
409.0,Dachshund Crossbreed,3,1552
409.0,Dachshund Smooth Coat Miniature,3,1552
409.0,"Dachshund, Long Haired",2,1552
409.0,"Dachshund, Wirehaired",1,1552
409.0,Dalmatian,1,1552
409.0,Doberman Pinscher,8,1552
409.0,Dogo Argentino,2,1552
409.0,English Cocker Spaniel,3,1552
409.0,French Bulldog,6,1552
409.0,German Shepherd Crossbreed,28,1552
409.0,German Shepherd Dog,51,1552
409.0,German Shorthaired Pointer,3,1552
409.0,Golden Retriever,23,1552
